rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr1	87370800	87370827	187915	+	chr14	112104722	112104748	+	LINC01364	lncRNA
chr1	151807017	151807044	109558	+	chr1	151790854	151790880	-	RORC	protein_coding
chr1	82387802	82387828	207145	+	chr1	156612503	156612528	-	ENSG00000233290	lncRNA
chr1	63233168	63233196	234097	+	chr1	15909702	15909728	-	LINC00466	lncRNA
chr1	156045265	156045291	84900	+	chr19	22274610	22274636	-	UBQLN4	protein_coding
chr1	86879163	86879190	107881	+	chr3	34912271	34912297	-	SELENOF	protein_coding
chr1	72226330	72226356	107995	+	chr4	135809565	135809592	+	NEGR1	protein_coding
chr1	50580677	50580705	177658	+	chr15	76229840	76229866	+	FAF1	protein_coding
chr1	15968188	15968215	57271	+	chr14	22356442	22356468	+	ZBTB17	protein_coding
chr1	89472876	89472904	861	+	chr1	88718686	88718712	-	ENSG00000286548	lncRNA
chr1	89457711	89457737	116021	+	chr15	37654498	37654524	+	ENSG00000286548	lncRNA
chr1	192302444	192302471	183237	+	chr1	161486377	161486402	+	ENSG00000285280	lncRNA
chr1	86600924	86600950	229761	+	chr5	143704809	143704834	-	CLCA4-AS1	lncRNA
chr1	34042606	34042634	242278	+	chr1	59598990	59599016	+	CSMD2	protein_coding
chr1	63480510	63480536	11600	+	chr14	60210327	60210353	+	ITGB3BP	protein_coding
chr1	63573619	63573646	207999	+	chr1	43406684	43406710	+	ITGB3BP	protein_coding
chr1	63261854	63261881	64868	+	chr5	76340007	76340033	+	LINC00466	lncRNA
chr1	11123188	11123214	65345	+	chr4	133524928	133524954	+	MTOR	protein_coding
chr1	156566724	156566750	123462	+	chr18	65197604	65197630	-	IQGAP3	protein_coding
chr1	156572242	156572270	138752	+	chr1	158689326	158689351	+	IQGAP3	protein_coding
chr1	86101234	86101260	27936	+	chr1	85994840	85994866	+	COL24A1	protein_coding
chr1	82732871	82732897	60222	+	chr1	79805969	79805995	+	ENSG00000233290	lncRNA
chr1	37247956	37247982	111908	+	chr1	16513649	16513675	+	ENSG00000223944	lncRNA
chr1	63476279	63476307	237654	+	chr15	81183659	81183684	+	ITGB3BP	protein_coding
chr1	166130912	166130938	119789	+	chr1	171109760	171109786	+	FAM78B	protein_coding
chr1	82413103	82413130	55473	+	chr1	75785904	75785931	-	ENSG00000233290	lncRNA
chr1	86882430	86882456	147130	+	chr1	87886722	87886748	+	SELENOF	protein_coding
chr1	46661633	46661660	7891	+	chr1	43373810	43373836	-	ATPAF1	protein_coding
chr1	15843075	15843102	130866	+	chr7	142491325	142491350	+	SPEN-AS1	lncRNA
chr1	87680986	87681012	224989	+	chr9	16269007	16269033	+	PKN2-AS1	lncRNA
chr1	87862172	87862198	205521	+	chr1	87565347	87565374	+	PKN2-AS1	lncRNA
chr1	63457064	63457091	218468	+	chr1	66862166	66862192	+	ITGB3BP	protein_coding
chr1	63323991	63324019	55251	+	chr1	14508270	14508296	+	FOXD3-AS1	lncRNA
chr1	82321136	82321155	14008	+	chr4	17579816	17579842	+	ENSG00000233290	lncRNA
chr1	71576176	71576202	162228	+	chrX	103396238	103396264	-	NEGR1	protein_coding
chr1	63231330	63231358	147440	+	chr1	71513018	71513044	-	LINC00466	lncRNA
chr1	72842343	72842371	42976	+	chr8	5451214	5451240	-	ENSG00000225087	lncRNA
chr1	86883257	86883284	143214	+	chr19	42152619	42152645	+	SELENOF	protein_coding
chr1	89487428	89487456	13374	+	chr1	164736025	164736051	+	ENSG00000286548	lncRNA
chr1	11163336	11163363	236281	+	chr1	11565857	11565883	-	MTOR	protein_coding
chr1	72226325	72226352	202336	+	chr17	24162878	24162904	-	NEGR1	protein_coding
chr1	72226325	72226351	195698	+	chr4	138127075	138127100	-	NEGR1	protein_coding
chr1	63539943	63539971	86056	+	chr1	64232568	64232594	+	ITGB3BP	protein_coding
chr1	63304563	63304591	32970	+	chr9	4683218	4683244	+	LINC00466	lncRNA
chr1	87921327	87921354	213618	+	chr1	87912031	87912056	-	PKN2-AS1	lncRNA
chr1	63536436	63536463	97387	+	chr1	65042524	65042550	+	ITGB3BP	protein_coding
chr1	63249446	63249474	11834	+	chr1	76686040	76686066	-	LINC00466	lncRNA
chr1	36082804	36082832	136906	+	chr1	36083937	36083962	+	ENSG00000232862	transcribed_processed_pseudogene
chr1	149710920	149710946	154759	+	chr15	34477211	34477237	+	ENSG00000290790	lncRNA
chr1	34035746	34035773	157108	+	chr4	75781064	75781090	-	CSMD2	protein_coding
chr1	72226327	72226353	21164	+	chr2	115730849	115730875	+	NEGR1	protein_coding
chr1	72226327	72226353	199113	+	chr8	110420710	110420736	+	NEGR1	protein_coding
chr1	72226327	72226353	106657	+	chr5	120795281	120795307	+	NEGR1	protein_coding
chr1	72226327	72226354	72859	+	chr12	4960863	4960889	-	NEGR1	protein_coding
chr1	72226327	72226355	7071	+	chr7	110697640	110697665	-	NEGR1	protein_coding
chr1	72830994	72831022	39612	+	chr1	34811409	34811433	-	ENSG00000225087	lncRNA
chr1	72830994	72831022	191830	+	chrX	106960455	106960482	+	ENSG00000225087	lncRNA
chr1	92686701	92686728	138583	+	chr13	87640954	87640980	-	EVI5	protein_coding
chr1	160932678	160932705	170865	+	chr5	110438136	110438162	+	ENSG00000232188	lncRNA
chr1	63221191	63221217	165504	+	chr1	64288883	64288909	+	LINC00466	lncRNA
chr1	148370087	148370114	76916	+	chr8	5478391	5478416	+	LINC01138	lncRNA
chr1	23972511	23972538	177979	+	chr5	90190752	90190778	-	SRSF10	protein_coding
chr1	63445932	63445958	213488	+	chr1	63726790	63726816	+	ITGB3BP	protein_coding
chr1	93778001	93778028	70113	+	chr1	88759639	88759665	-	BCAR3	protein_coding
chr1	87793083	87793110	212326	+	chr1	87795446	87795472	+	PKN2-AS1	lncRNA
chr1	42891477	42891503	36785	+	chr17	16679196	16679222	+	MKRN8P	processed_pseudogene
chr1	92941773	92941800	146353	+	chr1	133777192	133777218	+	DIPK1A	protein_coding
chr1	63178722	63178748	231767	+	chr18	3005853	3005879	-	LINC00466	lncRNA
chr1	156036635	156036661	192966	+	chr1	155609155	155609180	-	UBQLN4	protein_coding
chr1	87706921	87706948	133948	+	chr3	54319303	54319329	-	PKN2-AS1	lncRNA
chr1	34143748	34143774	133658	+	chr1	33976134	33976159	-	CSMD2	protein_coding
chr1	21714355	21714383	83340	+	chr10	67019069	67019095	+	USP48	protein_coding
chr1	63549475	63549502	73962	+	chr1	63483589	63483615	+	ITGB3BP	protein_coding
chr1	63549475	63549502	73962	+	chr1	63483589	63483615	+	ENSG00000274199	misc_RNA
chr1	39548998	39549025	128462	+	chr5	125064931	125064957	+	PPIEL	lncRNA
chr1	39548998	39549025	128462	+	chr5	125064931	125064957	+	PPIEL	transcribed_unprocessed_pseudogene
chr1	161037643	161037670	60928	+	chr19	12226236	12226262	-	ENSG00000270149	protein_coding
chr1	161037643	161037670	60928	+	chr19	12226236	12226262	-	TSTD1	protein_coding
chr1	63266129	63266156	21272	+	chr2	36066404	36066425	-	LINC00466	lncRNA
chr1	161037410	161037436	34267	+	chr10	79654719	79654745	-	ENSG00000270149	protein_coding
chr1	58510877	58510900	123341	+	chr7	98214206	98214231	-	DAB1	protein_coding
chr1	58510877	58510900	123341	+	chr7	98214206	98214231	-	OMA1	protein_coding
chr1	63234337	63234364	173477	+	chr1	64792435	64792461	+	LINC00466	lncRNA
chr1	176949789	176949816	172257	+	chr1	192553820	192553846	-	ASTN1	protein_coding
chr1	86601094	86601121	128934	+	chr15	101711741	101711768	+	CLCA4-AS1	lncRNA
chr1	34014791	34014817	246148	+	chr1	34064274	34064300	-	CSMD2	protein_coding
chr1	63483660	63483687	9766	+	chr4	26815801	26815827	+	ITGB3BP	protein_coding
chr1	34033664	34033690	214206	+	chr1	43894984	43895010	-	CSMD2	protein_coding
chr1	34876068	34876096	141013	+	chr1	153001536	153001563	-	DLGAP3	protein_coding
chr1	58520607	58520634	5182	+	chr1	101394471	101394496	-	DAB1	protein_coding
chr1	58520607	58520634	5182	+	chr1	101394471	101394496	-	OMA1	protein_coding
chr1	144292647	144292674	213533	+	chr16	73361848	73361874	+	KMT2CP1	lncRNA
chr1	144292647	144292674	213533	+	chr16	73361848	73361874	+	KMT2CP2	transcribed_unprocessed_pseudogene
chr1	89133129	89133155	156351	+	chr10	61276276	61276302	-	GBP2	protein_coding
chr1	89133129	89133155	156351	+	chr10	61276276	61276302	-	GBP7	protein_coding
chr1	93784464	93784491	77114	+	chr1	46917710	46917736	-	BCAR3	protein_coding
chr1	89501615	89501641	218416	+	chr14	67066169	67066195	-	ENSG00000286548	lncRNA
chr1	63561006	63561032	122116	+	chr9	108112019	108112045	-	ITGB3BP	protein_coding
chr1	58393395	58393423	137147	+	chr1	58398029	58398055	+	DAB1	protein_coding
chr1	87879716	87879742	206790	+	chr1	87647161	87647187	+	PKN2-AS1	lncRNA
chr1	34148102	34148129	234650	+	chr1	34111042	34111068	-	CSMD2	protein_coding
chr1	151807382	151807409	111119	+	chr2	133695269	133695295	-	RORC	protein_coding
chr1	87860151	87860178	186304	+	chr19	56845882	56845907	-	PKN2-AS1	lncRNA
chr1	63248047	63248074	169079	+	chr12	17386998	17387024	-	LINC00466	lncRNA
chr1	63200427	63200454	100600	+	chr9	44201498	44201523	+	LINC00466	lncRNA
chr1	72844795	72844821	235934	+	chr1	72812772	72812799	-	ENSG00000225087	lncRNA
chr1	63515599	63515625	120853	+	chr1	66722165	66722191	+	ITGB3BP	protein_coding
chr1	93772603	93772630	214648	+	chr12	42382043	42382069	+	BCAR3	protein_coding
chr1	11025312	11025339	215582	+	chr13	71682782	71682808	+	MASP2	protein_coding
chr1	109112398	109112424	53452	+	chr1	118504601	118504626	-	CFAP276	protein_coding
chr1	91003687	91003714	98892	+	chr1	175835635	175835661	-	ZNF644	protein_coding
chr1	63463667	63463694	241705	+	chr9	49868594	49868619	-	ITGB3BP	protein_coding
chr1	60811250	60811276	229743	+	chr2	164685014	164685040	+	ENSG00000231252	lncRNA
chr1	63302713	63302740	13424	+	chr13	113162647	113162673	-	LINC00466	lncRNA
chr1	63551558	63551584	107907	+	chr1	59260936	59260961	+	ITGB3BP	protein_coding
chr1	63531013	63531040	201207	+	chr5	119043270	119043295	+	ITGB3BP	protein_coding
chr1	63574742	63574769	170631	+	chr9	66250038	66250064	-	ITGB3BP	protein_coding
chr1	15841489	15841516	184376	+	chr11	98031472	98031498	-	SPEN-AS1	lncRNA
chr1	63212054	63212080	61976	+	chr3	109731395	109731421	-	LINC00466	lncRNA
chr1	42891909	42891936	237029	+	chr8	23170224	23170250	+	MKRN8P	processed_pseudogene
chr1	15841356	15841383	201710	+	chr3	14387755	14387781	+	SPEN-AS1	lncRNA
chr1	63247008	63247034	37853	+	chr4	76030936	76030962	+	LINC00466	lncRNA
chr1	34857776	34857803	242557	+	chr1	35154298	35154324	-	SMIM12	protein_coding
chr1	161035439	161035466	230508	+	chr7	98959953	98959979	-	ENSG00000270149	protein_coding
chr1	161035439	161035466	217500	+	chr6	13005834	13005860	+	ENSG00000270149	protein_coding
chr1	161035439	161035466	11446	+	chr7	134221958	134221984	-	ENSG00000270149	protein_coding
chr1	161035439	161035466	191649	+	chr2	72182336	72182361	-	ENSG00000270149	protein_coding
chr1	63222587	63222613	117382	+	chr1	101147428	101147454	-	LINC00466	lncRNA
chr1	5572247	5572273	181476	+	chr4	73249071	73249096	-	ENSG00000236948	lncRNA
chr1	63220204	63220230	209403	+	chr1	55854397	55854422	-	LINC00466	lncRNA
chr1	72226329	72226356	187700	+	chr1	132854100	132854125	+	NEGR1	protein_coding
chr1	57998128	57998155	237255	+	chr8	88694003	88694030	+	DAB1	protein_coding
chr1	63239266	63239292	178976	+	chr14	121293548	121293574	+	LINC00466	lncRNA
chr1	63483152	63483178	228181	+	chr1	81901844	81901870	+	ITGB3BP	protein_coding
chr1	87678025	87678051	167515	+	chr1	167636273	167636299	-	PKN2-AS1	lncRNA
chr1	57763565	57763592	225513	+	chrX	120539277	120539303	+	DAB1	protein_coding
chr1	52881686	52881713	196620	+	chr1	58211312	58211338	-	ENSG00000242391	lncRNA
chr1	165312853	165312880	19105	+	chr8	22976583	22976608	+	LMX1A	protein_coding
chr1	118980235	118980262	154895	+	chr1	119527998	119528024	-	TBX15	protein_coding
chr1	91815036	91815062	105497	+	chr15	43948701	43948727	-	TGFBR3	protein_coding
chr1	87773956	87773984	75567	+	chrX	99283727	99283753	+	PKN2-AS1	lncRNA
chr1	151437652	151437678	14599	+	chr11	70454093	70454118	+	POGZ	protein_coding
chr1	161037409	161037436	177707	+	chr9	94551793	94551819	+	ENSG00000270149	protein_coding
chr1	190932594	190932621	239358	+	chr2	59610933	59610958	+	ENSG00000285638	lncRNA
chr1	87784733	87784760	151428	+	chr12	107987353	107987379	+	PKN2-AS1	lncRNA
chr1	72724192	72724218	227385	+	chr10	128541203	128541229	+	ENSG00000225087	lncRNA
chr1	89522617	89522644	65940	+	chr1	89011257	89011283	-	ENSG00000286548	lncRNA
chr1	75440801	75440827	63578	+	chr7	39721557	39721583	-	SLC44A5	protein_coding
chr1	63291376	63291402	122102	+	chr1	82203130	82203156	+	LINC00466	lncRNA
chr1	161036110	161036137	213310	+	chr6	29165051	29165077	+	ENSG00000270149	protein_coding
chr1	161036110	161036137	70076	+	chr2	84664925	84664952	-	ENSG00000270149	protein_coding
chr1	161036110	161036137	241014	+	chr13	11340905	11340931	+	ENSG00000270149	protein_coding
chr1	161036110	161036137	185132	+	chr13	18915189	18915216	+	ENSG00000270149	protein_coding
chr1	161036110	161036137	134365	+	chr11	55344338	55344363	+	ENSG00000270149	protein_coding
chr1	89482878	89482904	17935	+	chr1	89986507	89986534	-	ENSG00000286548	lncRNA
chr1	92909095	92909122	40713	+	chr11	117468801	117468827	+	DIPK1A	protein_coding
chr1	86078434	86078461	202517	+	chr1	87642903	87642929	-	COL24A1	protein_coding
chr1	159348019	159348046	221982	+	chr1	164765909	164765934	+	ENSG00000228560	lncRNA
chr1	156043094	156043120	40192	+	chr1	136425366	136425392	+	UBQLN4	protein_coding
chr1	87699011	87699038	86033	+	chr1	88279934	88279960	+	PKN2-AS1	lncRNA
chr1	156562810	156562837	189571	+	chr1	156736969	156736994	+	IQGAP3	protein_coding
chr1	91275227	91275254	247282	+	chr1	91282684	91282710	+	HFM1	protein_coding
chr1	167276354	167276380	128678	-	chr10	6527278	6527303	+	POU2F1	protein_coding
chr1	152415787	152415814	149252	-	chr12	86528587	86528613	-	FLG-AS1	lncRNA
chr1	162700581	162700608	165481	-	chr14	78693563	78693589	+	DDR2	protein_coding
chr1	26423514	26423541	19784	-	chr18	49323840	49323865	-	LIN28A	protein_coding
chr1	171328814	171328841	138594	-	chr1	171327967	171327992	-	FMO4	protein_coding
chr1	53211862	53211889	15091	-	chr7	10715196	10715221	-	CPT2	protein_coding
chr1	193687776	193687804	62801	-	chr4	148295515	148295541	+	ENSG00000227240	lncRNA
chr1	193687776	193687804	62801	-	chr4	148295515	148295541	+	ENSG00000226640	lncRNA
chr1	119602979	119603006	89674	-	chr1	131490981	131491007	-	HSD3BP5	transcribed_unprocessed_pseudogene
chr1	165598513	165598540	197748	-	chr2	121158683	121158709	+	ENSG00000236206	lncRNA
chr1	186092938	186092965	107282	-	chrX	101462705	101462731	-	HMCN1	protein_coding
chr1	24355918	24355945	218561	-	chr5	24265323	24265348	-	GRHL3	protein_coding
chr1	4735942	4735969	2844	-	chr1	36503003	36503028	-	AJAP1	protein_coding
chr1	155863317	155863344	229234	-	chr3	142779270	142779296	+	SYT11	protein_coding
chr1	188059358	188059382	206158	-	chrX	168853910	168853936	+	ENSG00000285894	lncRNA
chr1	153218624	153218651	140724	-	chr1	152836807	152836833	-	PRR9	protein_coding
chr1	162676782	162676808	230296	-	chr12	96108200	96108225	+	DDR2	protein_coding
chr1	67227131	67227153	138853	-	chr16	18870258	18870284	-	IL23R	protein_coding
chr1	178323414	178323441	18261	-	chr8	87670973	87671000	+	RASAL2	protein_coding
chr1	59664573	59664599	57999	-	chr1	74129291	74129317	+	FGGY	protein_coding
chr1	162692566	162692593	138669	-	chr6	122100644	122100669	-	DDR2	protein_coding
chr1	162681934	162681962	156383	-	chr13	18000765	18000791	+	DDR2	protein_coding
chr1	149025905	149025933	5632	-	chr6	31750813	31750838	+	PDE4DIP	protein_coding
chr1	7587979	7588005	236276	-	chr10	103852967	103852993	-	CAMTA1	protein_coding
chr1	39569487	39569515	215375	-	chr1	39980744	39980770	+	PABPC4-AS1	lncRNA
chr1	87143775	87143802	18323	-	chr6	140623921	140623947	+	ENSG00000267561	protein_coding
chr1	87143775	87143802	18323	-	chr6	140623921	140623947	+	LINC01140	lncRNA
chr1	121312254	121312280	30743	-	chr13	47043257	47043283	-	SRGAP2C	protein_coding
chr1	24069255	24069283	111565	-	chr5	54369886	54369913	-	ENSG00000225315	lncRNA
chr1	24069255	24069283	111565	-	chr5	54369886	54369913	-	MYOM3-AS1	lncRNA
chr1	69685869	69685897	103389	-	chr1	90875172	90875197	+	LRRC7	protein_coding
chr1	179334765	179334792	6712	-	chr1	167969936	167969962	+	SOAT1	protein_coding
chr1	4976323	4976350	45523	-	chr9	36814431	36814456	+	LINC02781	lncRNA
chr1	9681041	9681068	103286	-	chr1	6225860	6225886	-	PIK3CD	protein_coding
chr1	165868623	165868649	99649	-	chr2	29002242	29002269	+	UCK2	protein_coding
chr1	71091635	71091662	57761	-	chr1	53896190	53896216	+	ZRANB2-DT	lncRNA
chr1	13615533	13615560	38528	-	chr1	13618148	13618173	-	PDPN	protein_coding
chr1	179399809	179399836	60380	-	chr1	88902014	88902040	+	AXDND1	protein_coding
chr1	64794520	64794547	206134	-	chr9	37024194	37024220	-	RAVER2	protein_coding
chr1	162680411	162680438	19980	-	chr12	118080003	118080029	+	DDR2	protein_coding
chr1	162704621	162704648	90671	-	chr4	106337451	106337477	-	DDR2	protein_coding
chr1	184449451	184449478	127629	-	chr15	39127987	39128013	+	C1orf21	protein_coding
chr1	167240944	167240970	234391	-	chr9	110798105	110798131	+	POU2F1	protein_coding
chr1	4785572	4785599	135968	-	chr2	26604296	26604323	-	AJAP1	protein_coding
chr1	43672201	43672228	151738	-	chr1	43672599	43672624	+	ENSG00000284989	protein_coding
chr1	43672201	43672228	151738	-	chr1	43672599	43672624	+	KDM4A	protein_coding
chr1	74281526	74281553	172522	-	chr1	125537804	125537829	-	FPGT-TNNI3K	protein_coding
chr1	74281526	74281553	172522	-	chr1	125537804	125537829	-	TNNI3K	protein_coding
chr1	162715395	162715422	136652	-	chr13	24836617	24836643	+	DDR2	protein_coding
chr1	9943812	9943840	45621	-	chr14	83768076	83768102	-	ENSG00000228150	lncRNA
chr1	9943812	9943840	45621	-	chr14	83768076	83768102	-	NMNAT1	protein_coding
chr1	162695106	162695132	12190	-	chr1	165584328	165584353	-	DDR2	protein_coding
chr1	167231123	167231150	50679	-	chr1	61861135	61861160	+	POU2F1	protein_coding
chr1	171282404	171282431	128176	-	chr1	74691577	74691602	-	FMO1	protein_coding
chr1	179777736	179777764	197967	-	chr1	108230207	108230233	-	FAM163A	protein_coding
chr1	52202453	52202480	110132	-	chr1	50715668	50715695	+	ZFYVE9	protein_coding
chr1	119669374	119669401	51719	-	chr1	118405048	118405073	-	PHGDH	protein_coding
chr1	179372097	179372124	182965	-	chr10	109486778	109486804	-	AXDND1	protein_coding
chr1	14200856	14200883	27825	-	chr11	34729469	34729495	-	KAZN	protein_coding
chr1	119047845	119047872	249406	-	chr19	47688015	47688040	+	WARS2-IT1	lncRNA
chr1	156821768	156821795	150243	-	chr1	190729818	190729844	-	NTRK1	protein_coding
chr1	178323838	178323865	147646	-	chr1	178323007	178323033	+	RASAL2	protein_coding
chr1	186047417	186047444	6581	-	chr1	155776863	155776889	-	HMCN1	protein_coding
chr1	38073314	38073341	125973	-	chr12	29321177	29321202	+	MIR3659HG	lncRNA
chr1	192626247	192626273	106292	-	chr1	191882780	191882805	-	ENSG00000289995	lncRNA
chr1	178328309	178328337	243854	-	chr9	120615082	120615107	-	RASAL2	protein_coding
chr1	52879394	52879421	213878	-	chr1	92821450	92821476	+	ZYG11A	protein_coding
chr1	178333074	178333100	120283	-	chr2	118663798	118663823	-	RASAL2	protein_coding
chr1	59655996	59656022	232916	-	chr5	17058433	17058459	+	FGGY	protein_coding
chr1	120435970	120435997	41480	-	chr15	86877772	86877797	+	NBPF8	protein_coding
chr1	52232223	52232249	196830	-	chr1	87248812	87248838	+	ZFYVE9	protein_coding
chr1	71099881	71099908	119083	-	chr1	155678788	155678814	-	ZRANB2-DT	lncRNA
chr1	162695221	162695248	94970	-	chr1	66469117	66469143	-	DDR2	protein_coding
chr1	74284196	74284223	212834	-	chr11	34802952	34802978	-	FPGT-TNNI3K	protein_coding
chr1	74284196	74284223	212834	-	chr11	34802952	34802978	-	TNNI3K	protein_coding
chr1	59652334	59652361	33819	-	chr2	82221111	82221138	+	FGGY	protein_coding
chr1	161856562	161856589	66958	-	chr17	75736033	75736059	+	ATF6	protein_coding
chr1	179084514	179084541	202523	-	chr6	23348919	23348946	-	TOR3A	protein_coding
chr1	183136036	183136062	3029	-	chr8	120263664	120263689	+	LAMC1	protein_coding
chr1	158094721	158094748	13123	-	chr11	29688564	29688590	+	KIRREL1	protein_coding
chr1	168234641	168234661	50918	-	chr1	155468514	155468540	-	SFT2D2	protein_coding
chr1	24072012	24072039	102634	-	chr1	22829574	22829601	-	ENSG00000225315	lncRNA
chr1	24072012	24072039	102634	-	chr1	22829574	22829601	-	MYOM3-AS1	lncRNA
chr1	77473954	77473981	233458	-	chr1	64239581	64239607	-	AK5	protein_coding
chr1	178328930	178328957	81495	-	chr2	109947510	109947536	-	RASAL2	protein_coding
chr1	178328921	178328948	243822	-	chrX	39531026	39531052	+	RASAL2	protein_coding
chr1	14288441	14288467	192719	-	chr1	14251376	14251402	+	KAZN	protein_coding
chr1	59222667	59222694	77509	-	chr9	37671759	37671784	-	LINC01358	lncRNA
chr1	53184712	53184739	198422	-	chr8	70118902	70118928	+	ENSG00000277397	unprocessed_pseudogene
chr1	179784242	179784270	224949	-	chr13	25195836	25195862	+	FAM163A	protein_coding
